"","DNA_label","tank_ID","setupKey","setupLabel","bagKey","setupTimestamp","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","leaf_width_hole","weight_start","IsBlackLesions_start","bagnum","pop","genet","bagnum_num","new_label","need.DNA..","sal_full","temp_full","nbr_leaves","length_longest_leaf","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","Length_flower1","Length_bract1","Length_flower2","Length_bract2","Length_flower3","Length_bract3","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","picture.","isAlive","Comment","trt"
"127","HOG_gen-31","B4","98ca5a23","246_B4_HOG_gen-31_TempWarm-16psu07/05/2024 08:56:13","C5FAF855","7/5/2024 8:56:13",5,FALSE,0,33,NA,1.96,FALSE,"246","HOG","gen-31",246,"246_B4_HOG_gen-31_TempWarm-16psu","","16psu","TempWarm",5,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"128","HOG_gen-32","B4","ee79f6f8","250_B4_HOG_gen-32_TempWarm-5psu07/05/2024 08:57:20","5E98B24D","7/5/2024 8:57:20",5,FALSE,0,31.5,NA,1.96,FALSE,"250","HOG","gen-32",250,"250_B4_HOG_gen-32_TempWarm-5psu","yes","5psu","TempWarm",5,31.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"129","HOG_gen-33","C1","c6621135","264_C1_HOG_gen-33_TempControl-21psu07/04/2024 17:17:44","EE4BB517","7/4/2024 17:17:44",5,FALSE,0,63.2,NA,5.44,TRUE,"264","HOG","gen-33",264,"264_C1_HOG_gen-33_TempControl-21psu","","21psu","TempControl",5,63.2,5,5,0.2,NA,NA,NA,NA,NA,NA,NA,1.1,5.8,4.7,5.6,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.19,0,0,2.52,"N","Y",TRUE,"grew in a circle, hard to measure ; super baby leaf, too small to measure","TempControl_21psu"
"130","HOG_gen-34","C1","93bde0c0","269_C1_HOG_gen-34_TempControl-7psu07/04/2024 17:19:38","35323312","7/4/2024 17:19:38",4,FALSE,0,16.7,NA,0.92,FALSE,"269","HOG","gen-34",269,"269_C1_HOG_gen-34_TempControl-7psu","absolutely yes","7psu","TempControl",4,16.7,4,3,0.25,12.9,NA,NA,NA,NA,NA,NA,16,11.9,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.2,0,0,0.76,"N","Y",TRUE,"","TempControl_7psu"
"131","HOG_gen-36","C1","0dfef5fd","284_C1_HOG_gen-36_TempControl-7psu07/04/2024 17:22:00","71C58285","7/4/2024 17:22:00",7,TRUE,3,23.4,NA,1.43,FALSE,"284","HOG","gen-36",284,"284_C1_HOG_gen-36_TempControl-7psu","","7psu","TempControl",7,23.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"132","HOG_gen-37","C2","475289a8","290_C2_HOG_gen-37_TempControl-21psu07/04/2024 17:23:57","B6A83370","7/4/2024 17:23:57",5,FALSE,0,38.1,NA,2.53,FALSE,"290","HOG","gen-37",290,"290_C2_HOG_gen-37_TempControl-21psu","","21psu","TempControl",5,38.1,5,3,0.3,26.1,7.3,NA,NA,NA,NA,NA,4,23,35.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,0.89,0,0,2.54,"N","Y",TRUE,"","TempControl_21psu"
"133","HOG_gen-38","C2","cbc06e05","298_C2_HOG_gen-38_TempControl-7psu07/04/2024 17:25:34","2FA90D4B","7/4/2024 17:25:34",5,FALSE,0,57.5,NA,5.25,FALSE,"298","HOG","gen-38",298,"298_C2_HOG_gen-38_TempControl-7psu","","7psu","TempControl",5,57.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"134","HOG_gen-39","C2","d6277e85","307_C2_HOG_gen-39_TempControl-21psu07/04/2024 17:26:50","C3172058","7/4/2024 17:26:50",4,FALSE,0,37.5,NA,2.72,FALSE,"307","HOG","gen-39",307,"307_C2_HOG_gen-39_TempControl-21psu","absolutely yes","21psu","TempControl",4,37.5,4,3,0.3,20.5,NA,NA,NA,NA,NA,NA,33.1,7.6,28.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.79,0,0,2.46,"N","Y",TRUE,"","TempControl_21psu"
"135","HOG_gen-40","C2","34650259","318_C2_HOG_gen-40_TempControl-7psu07/04/2024 17:28:17","C1CF41CF","7/4/2024 17:28:17",5,FALSE,0,57.5,NA,5.98,TRUE,"318","HOG","gen-40",318,"318_C2_HOG_gen-40_TempControl-7psu","yes","7psu","TempControl",5,57.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"136","HOG_gen-41","C3","f552c5bc","326_C3_HOG_gen-41_TempControl-21psu07/05/2024 08:58:33","245CEECC","7/5/2024 8:58:33",5,FALSE,0,49.5,NA,3.59,FALSE,"326","HOG","gen-41",326,"326_C3_HOG_gen-41_TempControl-21psu","","21psu","TempControl",5,49.5,5,2,0.4,0.3,33.6,13,NA,NA,NA,NA,15.5,38.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,1.31,0,0,3.72,"N","Y",TRUE,"super baby leaf, too small to measure","TempControl_21psu"
"137","HOG_gen-42","C3","74049083","330_C3_HOG_gen-42_TempControl-7psu07/05/2024 09:00:07","D624B9D1","7/5/2024 9:00:07",5,FALSE,0,42.6,NA,5.04,FALSE,"330","HOG","gen-42",330,"330_C3_HOG_gen-42_TempControl-7psu","","7psu","TempControl",5,42.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"138","HOG_gen-43","C3","3e52c638","338_C3_HOG_gen-43_TempControl-21psu07/05/2024 09:02:04","494FA012","7/5/2024 9:02:04",5,FALSE,0,38.4,NA,3.26,FALSE,"338","HOG","gen-43",338,"338_C3_HOG_gen-43_TempControl-21psu","","21psu","TempControl",5,38.4,5,4,0.3,7.1,NA,NA,NA,NA,NA,NA,1.8,15.2,7.9,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.3,0,0,1.23,"N","Y",TRUE,"super baby leaf, too small to measure","TempControl_21psu"
"139","HOG_gen-44","C3","24b0e74d","347_C3_HOG_gen-44_TempControl-7psu07/05/2024 09:05:27","F0F5F082","7/5/2024 9:05:27",5,FALSE,0,55.7,NA,3.8,FALSE,"347","HOG","gen-44",347,"347_C3_HOG_gen-44_TempControl-7psu","","7psu","TempControl",5,55.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"140","HOG_gen-45","C4","23053c1d","357_C4_HOG_gen-45_TempControl-21psu07/05/2024 09:06:34","02EEB89D","7/5/2024 9:06:34",5,FALSE,0,56.5,NA,5.7,FALSE,"357","HOG","gen-45",357,"357_C4_HOG_gen-45_TempControl-21psu","","21psu","TempControl",5,56.5,4,1,0.4,0.2,10,6.6,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,1,5,11.9,20.1,12,21.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,1.07,0.46,0,3.67,"Y","Y",TRUE,"new shoot 1 has a hole on leaf1, growth to 11.5","TempControl_21psu"
"141","HOG_gen-46","C4","3f1ea41e","364_C4_HOG_gen-46_TempControl-7psu07/05/2024 09:07:53","8219C1B2","7/5/2024 9:07:53",5,FALSE,0,39.8,NA,2.8,FALSE,"364","HOG","gen-46",364,"364_C4_HOG_gen-46_TempControl-7psu","","7psu","TempControl",5,39.8,5,4,0.35,26.5,NA,NA,NA,NA,NA,NA,27.8,12.5,23.7,1.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,0.82,0,0,2.6,"N","Y",TRUE,"","TempControl_7psu"
"142","HOG_gen-47","C4","46be1970","372_C4_HOG_gen-47_TempControl-21psu07/05/2024 09:09:24","AA3BA9D5","7/5/2024 9:09:24",5,FALSE,0,45.4,NA,3.96,FALSE,"372","HOG","gen-47",372,"372_C4_HOG_gen-47_TempControl-21psu","","21psu","TempControl",5,45.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_21psu"
"143","HOG_gen-48","C4","5fb990bb","377_C4_HOG_gen-48_TempControl-7psu07/05/2024 09:11:14","4EA5A829","7/5/2024 9:11:14",5,FALSE,0,29,NA,2.18,FALSE,"377","HOG","gen-48",377,"377_C4_HOG_gen-48_TempControl-7psu","yes","7psu","TempControl",5,29,5,4,0.35,15,NA,NA,NA,NA,NA,NA,25.6,3.5,13.6,26.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.81,0,0,2.09,"N","Y",TRUE,"","TempControl_7psu"
"144","HOR_gen-01","A1","d0d7594e","001_A1_HOR_gen-01_TempControl-21psu07/04/2024 10:40:21","871C9089","7/4/2024 10:40:21",5,FALSE,0,43,NA,2.69,FALSE,"001","HOR","gen-01",1,"001_A1_HOR_gen-01_TempControl-21psu","","21psu","TempControl",5,43,5,2,0.4,0.3,25,7.4,NA,NA,NA,NA,32.1,47.8,NA,NA,NA,NA,1,3,13.5,4.1,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,1.16,0.11,0,2.71,"Y","Y",TRUE,"new leaf coming in on old shoot, 7.1","TempControl_21psu"
"145","HOR_gen-02","A1","ad9306f0","014_A1_HOR_gen-02_TempControl-7psu07/04/2024 10:42:27","D2F3A374","7/4/2024 10:42:27",5,FALSE,0,36.7,NA,2.2,FALSE,"014","HOR","gen-02",14,"014_A1_HOR_gen-02_TempControl-7psu","","7psu","TempControl",5,36.7,5,4,0.3,5,17.1,NA,NA,NA,NA,NA,4.6,25.1,21.4,17.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,0.99,0,0,2.76,"Y","Y",TRUE,"","TempControl_7psu"
"146","HOR_gen-03","A1","ad8761a8","023_A1_HOR_gen-03_TempControl-21psu07/04/2024 10:43:38","7639C1B3","7/4/2024 10:43:38",5,FALSE,0,31.5,NA,2.99,FALSE,"023","HOR","gen-03",23,"023_A1_HOR_gen-03_TempControl-21psu","","21psu","TempControl",5,31.5,5,2,0.3,1.5,34,12.6,NA,NA,NA,NA,12.1,32.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.06,0,0,3.81,"Y","Y",TRUE,"","TempControl_21psu"
"147","HOR_gen-04","A1","6fe9f5af","031_A1_HOR_gen-04_TempControl-7psu07/04/2024 10:46:19","50B529FA","7/4/2024 10:46:19",5,FALSE,0,44.4,NA,2.79,FALSE,"031","HOR","gen-04",31,"031_A1_HOR_gen-04_TempControl-7psu","","7psu","TempControl",5,44.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"148","HOR_gen-05","A2","27d78619","035_A2_HOR_gen-05_TempControl-21psu07/04/2024 10:47:08","63288483","7/4/2024 10:47:08",5,FALSE,0,44.5,NA,2.56,FALSE,"035","HOR","gen-05",35,"035_A2_HOR_gen-05_TempControl-21psu","","21psu","TempControl",5,44.5,4,2,0.3,0,8.3,NA,NA,NA,NA,NA,17.7,36.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,1.24,0,0,2.56,"Y","Y",TRUE,"","TempControl_21psu"
"149","HOR_gen-06","A2","bb37ce71","048_A2_HOR_gen-06_TempControl-7psu07/04/2024 10:48:20","3089D8E3","7/4/2024 10:48:20",5,FALSE,0,33.5,NA,1.69,FALSE,"048","HOR","gen-06",48,"048_A2_HOR_gen-06_TempControl-7psu","","7psu","TempControl",5,33.5,3,3,0.3,NA,NA,NA,NA,NA,NA,NA,14,5.8,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.21,0,0,1.18,"Y","Y",TRUE,"very sad plant, mostly dead","TempControl_7psu"
"150","HOR_gen-07","A2","ecb3a33a","051_A2_HOR_gen-07_TempControl-21psu07/04/2024 10:50:39","5DD875C2","7/4/2024 10:50:39",5,FALSE,0,36.8,NA,2.55,FALSE,"051","HOR","gen-07",51,"051_A2_HOR_gen-07_TempControl-21psu","","21psu","TempControl",5,36.8,5,2,0.4,7.2,20.8,0,NA,NA,NA,NA,26.1,18.9,NA,NA,NA,NA,1,3,13.3,4.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1.15,0.12,0,2.34,"N","Y",TRUE,"","TempControl_21psu"
"151","HOR_gen-08","A2","c3a9323a","060_A2_HOR_gen-08_TempControl-7psu07/04/2024 10:52:24","5AB95C80","7/4/2024 10:52:24",4,FALSE,0,42.8,NA,1.99,FALSE,"060","HOR","gen-08",60,"060_A2_HOR_gen-08_TempControl-7psu","yes","7psu","TempControl",4,42.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"152","HOR_gen-09","A3","cdc79996","072_A3_HOR_gen-09_TempWarm-16psu07/04/2024 10:53:41","02A3413D","7/4/2024 10:53:41",5,FALSE,0,32,NA,1.61,FALSE,"072","HOR","gen-09",72,"072_A3_HOR_gen-09_TempWarm-16psu","absolutely yes","16psu","TempWarm",5,32,4,3,0.3,5.9,NA,NA,NA,NA,NA,NA,20.1,9.6,24.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.57,0,0,1.65,"N","Y",TRUE,"super baby leaf, too small to measure","TempWarm_16psu"
"153","HOR_gen-10","A3","1192e3d2","074_A3_HOR_gen-10_TempWarm-5psu07/04/2024 10:55:49","73172B23","7/4/2024 10:55:49",5,FALSE,0,31.2,NA,1.59,FALSE,"074","HOR","gen-10",74,"074_A3_HOR_gen-10_TempWarm-5psu","","5psu","TempWarm",5,31.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"154","HOR_gen-11","A3","4dd4cc66","084_A3_HOR_gen-11_TempWarm-16psu07/04/2024 10:58:06","911BC4B1","7/4/2024 10:58:06",4,FALSE,0,44,NA,2.44,FALSE,"084","HOR","gen-11",84,"084_A3_HOR_gen-11_TempWarm-16psu","","16psu","TempWarm",4,44,5,2,0.3,34.7,14.5,0.2,NA,NA,NA,NA,14.4,34.9,NA,NA,NA,NA,1,3,13.5,8.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,0.66,0.52,0,2.39,"N","Y",TRUE,"new shoot leaf3 was broken on the end","TempWarm_16psu"
"155","HOR_gen-12","A3","ae248ac9","095_A3_HOR_gen-12_TempWarm-5psu07/04/2024 10:59:15","58A7BC36","7/4/2024 10:59:15",5,FALSE,0,35.7,NA,2.32,FALSE,"095","HOR","gen-12",95,"095_A3_HOR_gen-12_TempWarm-5psu","yes","5psu","TempWarm",5,35.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"156","HOR_gen-13","A4","5c5f2c07","102_A4_HOR_gen-13_TempWarm-16psu07/04/2024 11:00:56","55B33E6B","7/4/2024 11:00:56",5,FALSE,0,23.5,NA,1.36,FALSE,"102","HOR","gen-13",102,"102_A4_HOR_gen-13_TempWarm-16psu","yes","16psu","TempWarm",5,23.5,4,3,0.3,0.4,NA,NA,NA,NA,NA,NA,22.6,5.8,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.13,0,0,0.94,"N","Y",TRUE,"","TempWarm_16psu"
"157","HOR_gen-14","A4","9faa16d2","111_A4_HOR_gen-14_TempWarm-5psu07/04/2024 11:02:21","0A4E419E","7/4/2024 11:02:21",4,FALSE,0,34,NA,2.56,FALSE,"111","HOR","gen-14",111,"111_A4_HOR_gen-14_TempWarm-5psu","","5psu","TempWarm",4,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"158","HOR_gen-15","A4","23d4a3b0","116_A4_HOR_gen-15_TempWarm-16psu07/04/2024 11:03:55","7851A560","7/4/2024 11:03:55",4,FALSE,0,25.3,NA,1.4,FALSE,"116","HOR","gen-15",116,"116_A4_HOR_gen-15_TempWarm-16psu","absolutely yes","16psu","TempWarm",4,25.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"159","HOR_gen-16","A4","de9cc5ae","121_A4_HOR_gen-16_TempWarm-5psu07/04/2024 11:05:18","67F0FFEA","7/4/2024 11:05:18",5,FALSE,0,29.8,NA,2.65,FALSE,"121","HOR","gen-16",121,"121_A4_HOR_gen-16_TempWarm-5psu","","5psu","TempWarm",5,29.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"160","HOR_gen-17","B1","be7f0f21","131_B1_HOR_gen-17_TempWarm-16psu07/04/2024 11:06:53","F34218FA","7/4/2024 11:06:53",5,FALSE,0,32,NA,2.6,FALSE,"131","HOR","gen-17",131,"131_B1_HOR_gen-17_TempWarm-16psu","","16psu","TempWarm",5,32,3,2,0.3,19.2,NA,NA,NA,NA,NA,NA,11.8,1.9,NA,NA,NA,NA,1,3,13.7,6.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.18,0.09,0,1.57,"N","Y",TRUE,"","TempWarm_16psu"
"161","HOR_gen-18","B1","e4332e10","140_B1_HOR_gen-18_TempWarm-5psu07/04/2024 11:08:15","FAB22374","7/4/2024 11:08:15",5,FALSE,0,33,NA,2.32,FALSE,"140","HOR","gen-18",140,"140_B1_HOR_gen-18_TempWarm-5psu","","5psu","TempWarm",5,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"162","HOR_gen-19","B1","78514b1d","150_B1_HOR_gen-19_TempWarm-16psu07/04/2024 11:09:44","362BAB14","7/4/2024 11:09:44",5,FALSE,0,35,NA,2.29,FALSE,"150","HOR","gen-19",150,"150_B1_HOR_gen-19_TempWarm-16psu","","16psu","TempWarm",5,35,4,3,0.3,17.5,NA,NA,NA,NA,NA,NA,32.8,13.5,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.45,0,0,1.33,"N","Y",TRUE,"","TempWarm_16psu"
"163","HOR_gen-20","B1","a8b4d815","160_B1_HOR_gen-20_TempWarm-5psu07/04/2024 11:11:18","F68408C4","7/4/2024 11:11:18",5,FALSE,0,33.2,NA,2.28,FALSE,"160","HOR","gen-20",160,"160_B1_HOR_gen-20_TempWarm-5psu","","5psu","TempWarm",5,33.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"164","HOR_gen-21","B2","7de52b4f","168_B2_HOR_gen-21_TempWarm-16psu07/04/2024 11:12:43","82BE8194","7/4/2024 11:12:43",5,FALSE,0,40.7,NA,2.02,FALSE,"168","HOR","gen-21",168,"168_B2_HOR_gen-21_TempWarm-16psu","","16psu","TempWarm",5,40.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"165","HOR_gen-22","B2","8a2c1426","170_B2_HOR_gen-22_TempWarm-5psu07/04/2024 11:15:03","6E890AFC","7/4/2024 11:15:03",5,FALSE,0,41.5,NA,2.09,FALSE,"170","HOR","gen-22",170,"170_B2_HOR_gen-22_TempWarm-5psu","yes","5psu","TempWarm",5,41.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"166","HOR_gen-23","B2","1d404300","183_B2_HOR_gen-23_TempWarm-16psu07/04/2024 11:19:44","69D1B0A5","7/4/2024 11:19:44",5,FALSE,0,55.7,NA,3.48,TRUE,"183","HOR","gen-23",183,"183_B2_HOR_gen-23_TempWarm-16psu","","16psu","TempWarm",5,55.7,4,2,0.35,28,12.8,NA,NA,NA,NA,NA,34.3,4.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,1.59,0,0,4.07,"Y","Y",TRUE,"","TempWarm_16psu"
"167","HOR_gen-24","B2","7ad85b1e","188_B2_HOR_gen-24_TempWarm-5psu07/04/2024 11:20:57","2D3C7402","7/4/2024 11:20:57",5,FALSE,0,39.8,NA,2.36,FALSE,"188","HOR","gen-24",188,"188_B2_HOR_gen-24_TempWarm-5psu","","5psu","TempWarm",5,39.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"168","HOR_gen-25","B3","b8fad4b8","193_B3_HOR_gen-25_TempWarm-16psu07/05/2024 09:19:31","A05D1D5A","7/5/2024 9:19:31",5,FALSE,0,27.1,NA,2.28,FALSE,"193","HOR","gen-25",193,"193_B3_HOR_gen-25_TempWarm-16psu","yes","16psu","TempWarm",5,27.1,4,2,0.3,17,5.6,NA,NA,NA,NA,NA,21.8,9.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.45,0,0,1.56,"N","Y",TRUE,"","TempWarm_16psu"
"169","HOR_gen-26","B3","b247c4a1","205_B3_HOR_gen-26_TempWarm-5psu07/05/2024 09:23:31","3434060E","7/5/2024 9:23:31",5,FALSE,0,38.2,NA,2.11,FALSE,"205","HOR","gen-26",205,"205_B3_HOR_gen-26_TempWarm-5psu","","5psu","TempWarm",5,38.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
