"","DNA_label","tank_ID","setupKey","setupLabel","bagKey","setupTimestamp","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","leaf_width_hole","weight_start","IsBlackLesions_start","bagnum","pop","genet","bagnum_num","new_label","need.DNA..","sal_full","temp_full","nbr_leaves","length_longest_leaf","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","Length_flower1","Length_bract1","Length_flower2","Length_bract2","Length_flower3","Length_bract3","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","picture.","isAlive","Comment","trt"
"170","HOR_gen-27","B3","20804518","215_B3_HOR_gen-27_TempWarm-16psu07/05/2024 09:24:32","8DFD17F6","7/5/2024 9:24:32",5,FALSE,0,40.2,NA,2.58,FALSE,"215","HOR","gen-27",215,"215_B3_HOR_gen-27_TempWarm-16psu","","16psu","TempWarm",5,40.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,17,10.6,14.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,0,0.24,0,1.72,"N","Y",TRUE,"main shoot was dead, side shoot still alive ; side shoot had hole on one of the dead leaves","TempWarm_16psu"
"171","HOR_gen-28","B3","1b8e67df","223_B3_HOR_gen-28_TempWarm-5psu07/05/2024 09:25:59","439F7E30","7/5/2024 9:25:59",4,FALSE,0,28.7,NA,1.9,FALSE,"223","HOR","gen-28",223,"223_B3_HOR_gen-28_TempWarm-5psu","","5psu","TempWarm",4,28.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"172","HOR_gen-29","B4","3302f3b4","227_B4_HOR_gen-29_TempWarm-16psu07/05/2024 09:28:09","F5C458B6","7/5/2024 9:28:09",4,FALSE,0,33.4,NA,2.25,TRUE,"227","HOR","gen-29",227,"227_B4_HOR_gen-29_TempWarm-16psu","","16psu","TempWarm",4,33.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"173","HOR_gen-30","B4","70d5aa9f","234_B4_HOR_gen-30_TempWarm-5psu07/05/2024 09:29:05","284511D2","7/5/2024 9:29:05",5,FALSE,0,38.4,NA,2.66,FALSE,"234","HOR","gen-30",234,"234_B4_HOR_gen-30_TempWarm-5psu","","5psu","TempWarm",5,38.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"174","HOR_gen-31","B4","0dec05df","242_B4_HOR_gen-31_TempWarm-16psu07/05/2024 09:29:45","C462F218","7/5/2024 9:29:45",5,FALSE,0,36.7,NA,2.26,FALSE,"242","HOR","gen-31",242,"242_B4_HOR_gen-31_TempWarm-16psu","","16psu","TempWarm",5,36.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"175","HOR_gen-32","B4","937e69bd","256_B4_HOR_gen-32_TempWarm-5psu07/05/2024 09:30:46","AF83CB3C","7/5/2024 9:30:46",5,FALSE,0,25.8,NA,2.03,FALSE,"256","HOR","gen-32",256,"256_B4_HOR_gen-32_TempWarm-5psu","yes","5psu","TempWarm",5,25.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"176","HOR_gen-33","C1","2c964a35","260_C1_HOR_gen-33_TempControl-21psu07/04/2024 17:40:31","E50988CC","7/4/2024 17:40:31",4,FALSE,0,34.5,NA,2.57,FALSE,"260","HOR","gen-33",260,"260_C1_HOR_gen-33_TempControl-21psu","","21psu","TempControl",4,34.5,5,4,0.3,6.8,NA,NA,NA,NA,NA,NA,27.1,23.5,17.1,29.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,1.24,0,0,3.26,"Y","Y",TRUE,"super baby leaf, too small to measure","TempControl_21psu"
"177","HOR_gen-34","C1","bf4211e7","270_C1_HOR_gen-34_TempControl-7psu07/04/2024 17:42:20","56772A99","7/4/2024 17:42:20",5,FALSE,0,33,NA,2.46,FALSE,"270","HOR","gen-34",270,"270_C1_HOR_gen-34_TempControl-7psu","","7psu","TempControl",5,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"178","HOR_gen-35","C1","26412147","275_C1_HOR_gen-35_TempControl-21psu07/04/2024 17:43:23","F9F972FA","7/4/2024 17:43:23",4,FALSE,0,29,NA,1.99,FALSE,"275","HOR","gen-35",275,"275_C1_HOR_gen-35_TempControl-21psu","","21psu","TempControl",4,29,4,2,0.4,17.3,6.4,NA,NA,NA,NA,NA,9.1,27.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.52,0,0,1.87,"N","Y",TRUE,"","TempControl_21psu"
"179","HOR_gen-36","C1","13ffcf5e","287_C1_HOR_gen-36_TempControl-7psu07/04/2024 17:44:25","6DF5DCE8","7/4/2024 17:44:25",4,FALSE,0,45.8,NA,2.38,FALSE,"287","HOR","gen-36",287,"287_C1_HOR_gen-36_TempControl-7psu","","7psu","TempControl",4,45.8,4,3,0.3,13.7,NA,NA,NA,NA,NA,NA,16.3,4.1,12.8,NA,NA,NA,2,1,1.6,NA,NA,NA,NA,NA,5,14,11.9,2.2,18,11.9,NA,NA,NA,NA,NA,NA,1.12,0.45,0.01,0.22,1.8,"N","Y",TRUE,"new shoot 2 has a hole on leaf5 at 7.5","TempControl_7psu"
"180","HOR_gen-37","C2","040cf2b4","293_C2_HOR_gen-37_TempControl-21psu07/04/2024 17:45:35","77F99FAB","7/4/2024 17:45:35",5,FALSE,0,30.6,NA,1.82,FALSE,"293","HOR","gen-37",293,"293_C2_HOR_gen-37_TempControl-21psu","","21psu","TempControl",5,30.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_21psu"
"181","HOR_gen-38","C2","a8e7e0d1","299_C2_HOR_gen-38_TempControl-7psu07/04/2024 17:46:35","21B36B80","7/4/2024 17:46:35",5,FALSE,0,37.7,NA,2.32,FALSE,"299","HOR","gen-38",299,"299_C2_HOR_gen-38_TempControl-7psu","","7psu","TempControl",5,37.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"182","HOR_gen-39","C2","e3f08c3a","312_C2_HOR_gen-39_TempControl-21psu07/04/2024 17:47:38","5DE7152B","7/4/2024 17:47:38",5,FALSE,0,34.8,NA,1.98,FALSE,"312","HOR","gen-39",312,"312_C2_HOR_gen-39_TempControl-21psu","yes","21psu","TempControl",5,34.8,5,3,0.2,1.9,11,NA,NA,NA,NA,NA,13.3,9.1,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.83,0,0,2.03,"Y","Y",TRUE,"","TempControl_21psu"
"183","HOR_gen-40","C2","a000da07","319_C2_HOR_gen-40_TempControl-7psu07/04/2024 17:49:08","23D218CF","7/4/2024 17:49:08",5,FALSE,0,48,NA,2.54,FALSE,"319","HOR","gen-40",319,"319_C2_HOR_gen-40_TempControl-7psu","","7psu","TempControl",5,48,5,3,0.3,15.4,12.4,NA,NA,NA,NA,NA,19.9,2,26.9,NA,NA,NA,1,4,10.2,8.6,8.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.96,0.09,0,2.13,"N","Y",TRUE,"","TempControl_7psu"
"184","HOR_gen-41","C3","d1f27ea6","328_C3_HOR_gen-41_TempControl-21psu07/05/2024 09:32:05","4044E84A","7/5/2024 9:32:05",5,FALSE,0,37.8,NA,2.01,FALSE,"328","HOR","gen-41",328,"328_C3_HOR_gen-41_TempControl-21psu","yes","21psu","TempControl",5,37.8,5,3,0.3,15.5,3,NA,NA,NA,NA,NA,30.2,13.2,33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.9,0,0,2.36,"N","Y",TRUE,"super baby leaf, too small to measure","TempControl_21psu"
"185","HOR_gen-42","C3","89c49d92","336_C3_HOR_gen-42_TempControl-7psu07/05/2024 09:32:50","BE1C8E84","7/5/2024 9:32:50",4,FALSE,0,37,NA,2.05,FALSE,"336","HOR","gen-42",336,"336_C3_HOR_gen-42_TempControl-7psu","yes","7psu","TempControl",4,37,3,3,0.2,NA,NA,NA,NA,NA,NA,NA,22.6,7.8,19.4,NA,NA,NA,1,4,13.9,15.2,13.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.32,0.23,0,1.58,"N","Y",TRUE,"","TempControl_7psu"
"186","HOR_gen-43","C3","5c98a354","341_C3_HOR_gen-43_TempControl-21psu07/05/2024 09:35:27","CA14A98B","7/5/2024 9:35:27",4,FALSE,0,37.9,NA,1.93,FALSE,"341","HOR","gen-43",341,"341_C3_HOR_gen-43_TempControl-21psu","","21psu","TempControl",4,37.9,5,2,0.3,0.8,23,7,NA,NA,NA,NA,10.5,22.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.71,0,0,2.08,"N","Y",TRUE,"super baby leaf, too small to measure","TempControl_21psu"
"187","HOR_gen-44","C3","a6fa5689","349_C3_HOR_gen-44_TempControl-7psu07/05/2024 09:37:05","DE1C06E2","7/5/2024 9:37:05",4,FALSE,0,38.2,NA,2.26,FALSE,"349","HOR","gen-44",349,"349_C3_HOR_gen-44_TempControl-7psu","","7psu","TempControl",4,38.2,4,3,0.3,15.2,NA,NA,NA,NA,NA,NA,24.4,2.5,18.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.53,0,0,1.81,"N","Y",TRUE,"","TempControl_7psu"
"188","HOR_gen-45","C4","32207839","355_C4_HOR_gen-45_TempControl-21psu07/05/2024 09:38:00","7864D233","7/5/2024 9:38:00",4,FALSE,0,28.4,NA,1.78,FALSE,"355","HOR","gen-45",355,"355_C4_HOR_gen-45_TempControl-21psu","","21psu","TempControl",4,28.4,4,2,0.3,23.5,7.4,NA,NA,NA,NA,NA,16.3,30.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.72,0,0,2.19,"N","Y",TRUE,"","TempControl_21psu"
"189","HOR_gen-46","C4","2dd2fd51","368_C4_HOR_gen-46_TempControl-7psu07/05/2024 09:39:23","F23CC95A","7/5/2024 9:39:23",4,FALSE,0,59.8,NA,3.2,FALSE,"368","HOR","gen-46",368,"368_C4_HOR_gen-46_TempControl-7psu","","7psu","TempControl",4,59.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"190","HOR_gen-47","C4","e2d163c6","370_C4_HOR_gen-47_TempControl-21psu07/05/2024 09:40:42","364737F8","7/5/2024 9:40:42",5,FALSE,0,25.7,NA,1.89,TRUE,"370","HOR","gen-47",370,"370_C4_HOR_gen-47_TempControl-21psu","","21psu","TempControl",5,25.7,6,3,0.3,0.3,21.2,10.3,NA,NA,NA,NA,18,2,28.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.77,0,0,2.13,"N","Y",TRUE,"","TempControl_21psu"
"191","HOR_gen-48","C4","5a63a907","381_C4_HOR_gen-48_TempControl-7psu07/05/2024 09:41:46","EDCF697E","7/5/2024 9:41:46",5,FALSE,0,45.5,NA,2.86,FALSE,"381","HOR","gen-48",381,"381_C4_HOR_gen-48_TempControl-7psu","","7psu","TempControl",5,45.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"192","KAL_gen-01","A1","ecb85985","007_A1_KAL_gen-01_TempControl-21psu07/04/2024 11:26:17","0F56358C","7/4/2024 11:26:17",5,FALSE,0,56.7,NA,3.49,FALSE,"007","KAL","gen-01",7,"007_A1_KAL_gen-01_TempControl-21psu","","21psu","TempControl",5,56.7,5,3,0.3,10,34.5,NA,NA,NA,NA,NA,53.8,23,48,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,1.63,0,0,4.74,"N","Y",TRUE,"","TempControl_21psu"
"193","KAL_gen-02","A1","7c2c4fd4","009_A1_KAL_gen-02_TempControl-7psu07/04/2024 11:28:17","FC8888C3","7/4/2024 11:28:17",5,FALSE,0,55.1,NA,3.16,FALSE,"009","KAL","gen-02",9,"009_A1_KAL_gen-02_TempControl-7psu","","7psu","TempControl",5,55.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"194","KAL_gen-03","A1","02e0668b","022_A1_KAL_gen-03_TempControl-21psu07/04/2024 11:29:57","B76CC141","7/4/2024 11:29:57",4,FALSE,0,51.8,NA,2.79,FALSE,"022","KAL","gen-03",22,"022_A1_KAL_gen-03_TempControl-21psu","yes","21psu","TempControl",4,51.8,6,4,0.4,2.1,15,NA,NA,NA,NA,NA,32.9,16.7,31.4,1.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.3,0,0,2.71,"N","Y",TRUE,"","TempControl_21psu"
"195","KAL_gen-04","A1","9efb6d07","030_A1_KAL_gen-04_TempControl-7psu07/04/2024 11:31:24","89EAD61F","7/4/2024 11:31:24",5,FALSE,0,67.9,NA,3.05,FALSE,"030","KAL","gen-04",30,"030_A1_KAL_gen-04_TempControl-7psu","","7psu","TempControl",5,67.9,2,0,0.35,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.8,0,0,1.7,"N","Y",FALSE,"(close to) DEAD","TempControl_7psu"
"196","KAL_gen-05","A2","1d84cf2a","037_A2_KAL_gen-05_TempControl-21psu07/04/2024 11:33:24","ABD85331","7/4/2024 11:33:24",6,FALSE,0,69.1,NA,4.66,FALSE,"037","KAL","gen-05",37,"037_A2_KAL_gen-05_TempControl-21psu","","21psu","TempControl",6,69.1,6,3,0.4,5,55.3,26,NA,NA,NA,NA,9.6,38.3,54.9,8.6,NA,NA,1,4,12.6,15.7,4.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,2.46,0.2,0,4.68,"N","Y",TRUE,"","TempControl_21psu"
"197","KAL_gen-06","A2","ccbe88b1","047_A2_KAL_gen-06_TempControl-7psu07/04/2024 11:35:50","4459091D","7/4/2024 11:35:50",4,FALSE,0,65.8,NA,3.73,FALSE,"047","KAL","gen-06",47,"047_A2_KAL_gen-06_TempControl-7psu","","7psu","TempControl",4,65.8,5,3,0.45,36,13,NA,NA,NA,NA,NA,30.6,6.7,45.6,NA,NA,NA,1,3,11.7,4.2,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,1.13,0.7,0,4.28,"N","Y",TRUE,"","TempControl_7psu"
"198","KAL_gen-07","A2","1ad94b69","052_A2_KAL_gen-07_TempControl-21psu07/04/2024 11:36:50","9791BDF6","7/4/2024 11:36:50",5,FALSE,0,62.2,NA,3.23,FALSE,"052","KAL","gen-07",52,"052_A2_KAL_gen-07_TempControl-21psu","yes","21psu","TempControl",5,62.2,5,3,0.4,28.2,50.8,NA,NA,NA,NA,NA,36.2,8.6,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,1.17,0,0,2.65,"N","Y",TRUE,"","TempControl_21psu"
"199","KAL_gen-08","A2","e41257c4","059_A2_KAL_gen-08_TempControl-7psu07/04/2024 11:38:27","34FDE356","7/4/2024 11:38:27",5,FALSE,0,50.8,NA,2.12,FALSE,"059","KAL","gen-08",59,"059_A2_KAL_gen-08_TempControl-7psu","","7psu","TempControl",5,50.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"200","KAL_gen-09","A3","fe6f45c7","066_A3_KAL_gen-09_TempWarm-16psu07/04/2024 11:43:05","146E545D","7/4/2024 11:43:05",6,FALSE,0,56.5,NA,2.94,FALSE,"066","KAL","gen-09",66,"066_A3_KAL_gen-09_TempWarm-16psu","absolutely yes","16psu","TempWarm",6,56.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"201","KAL_gen-10","A3","e58584e2","073_A3_KAL_gen-10_TempWarm-5psu07/04/2024 11:44:56","992553F7","7/4/2024 11:44:56",5,FALSE,0,78,NA,4.45,FALSE,"073","KAL","gen-10",73,"073_A3_KAL_gen-10_TempWarm-5psu","","5psu","TempWarm",5,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"202","KAL_gen-11","A3","deb8f01c","081_A3_KAL_gen-11_TempWarm-16psu07/04/2024 11:46:27","FC77CEBA","7/4/2024 11:46:27",5,FALSE,0,58.3,NA,2.89,FALSE,"081","KAL","gen-11",81,"081_A3_KAL_gen-11_TempWarm-16psu","","16psu","TempWarm",5,58.3,5,3,0.5,9.5,29.5,NA,NA,NA,NA,NA,39.8,5.9,24.3,NA,NA,NA,1,2,2.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.4,0,0,2.64,"N","Y",TRUE,"missing new shoot weight","TempWarm_16psu"
"203","KAL_gen-12","A3","dcdd8981","093_A3_KAL_gen-12_TempWarm-5psu07/04/2024 11:48:16","8E943B9E","7/4/2024 11:48:16",5,FALSE,0,46.7,NA,2.5,FALSE,"093","KAL","gen-12",93,"093_A3_KAL_gen-12_TempWarm-5psu","","5psu","TempWarm",5,46.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"204","KAL_gen-13","A4","087a6200","103_A4_KAL_gen-13_TempWarm-16psu07/04/2024 11:50:24","0D822C5B","7/4/2024 11:50:24",5,FALSE,0,53,NA,2.91,TRUE,"103","KAL","gen-13",103,"103_A4_KAL_gen-13_TempWarm-16psu","","16psu","TempWarm",5,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"205","KAL_gen-14","A4","6ef4edcd","105_A4_KAL_gen-14_TempWarm-5psu07/04/2024 12:09:00","16A0D2ED","7/4/2024 12:09:00",3,FALSE,0,35.5,NA,2.13,FALSE,"105","KAL","gen-14",105,"105_A4_KAL_gen-14_TempWarm-5psu","","5psu","TempWarm",3,35.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"206","KAL_gen-15","A4","738bf535","113_A4_KAL_gen-15_TempWarm-16psu07/04/2024 12:10:00","5A359A5A","7/4/2024 12:10:00",4,FALSE,0,35.5,NA,1.5,FALSE,"113","KAL","gen-15",113,"113_A4_KAL_gen-15_TempWarm-16psu","","16psu","TempWarm",4,35.5,5,2,0.3,35.1,13.9,NA,NA,NA,NA,NA,20.1,34.1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.8,0,0,1.47,"N","Y",TRUE,"","TempWarm_16psu"
"207","KAL_gen-16","A4","fb9b3490","126_A4_KAL_gen-16_TempWarm-5psu07/04/2024 12:11:09","1AA555FA","7/4/2024 12:11:09",5,FALSE,0,78.8,NA,3.88,FALSE,"126","KAL","gen-16",126,"126_A4_KAL_gen-16_TempWarm-5psu","","5psu","TempWarm",5,78.8,4,2,0.4,20.2,NA,NA,NA,NA,NA,NA,27.5,13.7,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.54,0,0,1.63,"N","Y",TRUE,"","TempWarm_5psu"
"208","KAL_gen-17","B1","c4ee0650","134_B1_KAL_gen-17_TempWarm-16psu07/04/2024 12:13:05","0F8B8D1F","7/4/2024 12:13:05",5,FALSE,0,73.8,NA,4.28,FALSE,"134","KAL","gen-17",134,"134_B1_KAL_gen-17_TempWarm-16psu","","16psu","TempWarm",5,73.8,5,3,0.4,12.6,37.7,NA,NA,NA,NA,NA,45,7.1,29.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,1.22,0,0,2.95,"N","Y",TRUE,"","TempWarm_16psu"
"209","KAL_gen-18","B1","9496b587","137_B1_KAL_gen-18_TempWarm-5psu07/04/2024 12:14:35","A0D2E4C8","7/4/2024 12:14:35",5,FALSE,0,42.5,NA,2.46,FALSE,"137","KAL","gen-18",137,"137_B1_KAL_gen-18_TempWarm-5psu","","5psu","TempWarm",5,42.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"210","KAL_gen-19","B1","917793fb","148_B1_KAL_gen-19_TempWarm-16psu07/04/2024 12:15:42","388FE2A0","7/4/2024 12:15:42",4,FALSE,0,81.6,NA,3.84,FALSE,"148","KAL","gen-19",148,"148_B1_KAL_gen-19_TempWarm-16psu","","16psu","TempWarm",4,81.6,6,3,0.35,5.2,25,36,NA,NA,NA,NA,40.6,20,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.65,0,0,2.83,"N","Y",TRUE,"leaves have been eaten","TempWarm_16psu"
"211","KAL_gen-20","B1","49085137","159_B1_KAL_gen-20_TempWarm-5psu07/04/2024 12:17:27","8B040979","7/4/2024 12:17:27",4,FALSE,0,58,NA,2.83,FALSE,"159","KAL","gen-20",159,"159_B1_KAL_gen-20_TempWarm-5psu","absolutely yes","5psu","TempWarm",4,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"212","KAL_gen-21","B2","9541d4ae","164_B2_KAL_gen-21_TempWarm-16psu07/04/2024 12:18:53","459BB5D7","7/4/2024 12:18:53",4,FALSE,0,51.5,NA,2.15,FALSE,"164","KAL","gen-21",164,"164_B2_KAL_gen-21_TempWarm-16psu","yes","16psu","TempWarm",4,51.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
