"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt"
"VAT_gen-09","071_A3_VAT_gen-09_TempWarm-16psu","VAT","gen-09",71,"A3","16psu","TempWarm","TempWarm_16psu",6,TRUE,2,51.8,5.36,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-10","075_A3_VAT_gen-10_TempWarm-5psu","VAT","gen-10",75,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,58.5,5.13,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-11","087_A3_VAT_gen-11_TempWarm-16psu","VAT","gen-11",87,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,54,5.76,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-12","096_A3_VAT_gen-12_TempWarm-5psu","VAT","gen-12",96,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,44.5,4.36,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-14","109_A4_VAT_gen-14_TempWarm-5psu","VAT","gen-14",109,"A4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,63.9,6.7,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-15","119_A4_VAT_gen-15_TempWarm-16psu","VAT","gen-15",119,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,49,6.67,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-16","125_A4_VAT_gen-16_TempWarm-5psu","VAT","gen-16",125,"A4","5psu","TempWarm","TempWarm_5psu",6,FALSE,0,53.9,7.09,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-17","132_B1_VAT_gen-17_TempWarm-16psu","VAT","gen-17",132,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,49.2,5.79,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-18","142_B1_VAT_gen-18_TempWarm-5psu","VAT","gen-18",142,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,27.7,3.24,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-19","152_B1_VAT_gen-19_TempWarm-16psu","VAT","gen-19",152,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,51,6.12,TRUE,4,3,0.55,19,NA,NA,NA,NA,NA,NA,20.6,7.1,27.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,1.63,0,0,4.35,"Y",1,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-20","157_B1_VAT_gen-20_TempWarm-5psu","VAT","gen-20",157,"B1","5psu","TempWarm","TempWarm_5psu",6,FALSE,0,52.5,6.99,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-21","163_B2_VAT_gen-21_TempWarm-16psu","VAT","gen-21",163,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,44.4,3.48,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-22","175_B2_VAT_gen-22_TempWarm-5psu","VAT","gen-22",175,"B2","5psu","TempWarm","TempWarm_5psu",6,FALSE,0,45.3,4.96,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-23","184_B2_VAT_gen-23_TempWarm-16psu","VAT","gen-23",184,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,37.5,4.12,TRUE,5,2,0.4,2.8,22.4,12.1,NA,NA,NA,NA,7,16.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,1.06,0,0,2.42,"N",1,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-24","189_B2_VAT_gen-24_TempWarm-5psu","VAT","gen-24",189,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,47.5,4.34,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-25","200_B3_VAT_gen-25_TempWarm-16psu","VAT","gen-25",200,"B3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,67.5,8.2,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-26","201_B3_VAT_gen-26_TempWarm-5psu","VAT","gen-26",201,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,44.5,6.61,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-27","216_B3_VAT_gen-27_TempWarm-16psu","VAT","gen-27",216,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,45,4.99,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,11.9,8.7,9.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,2.98,0,0.19,0,0,"N",1,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-28","218_B3_VAT_gen-28_TempWarm-5psu","VAT","gen-28",218,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,55.7,7.01,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-29","228_B4_VAT_gen-29_TempWarm-16psu","VAT","gen-29",228,"B4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,26.4,3.29,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-30","236_B4_VAT_gen-30_TempWarm-5psu","VAT","gen-30",236,"B4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,49,6.15,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-31","247_B4_VAT_gen-31_TempWarm-16psu","VAT","gen-31",247,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,40.5,4.63,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_16psu"
"VAT_gen-32","252_B4_VAT_gen-32_TempWarm-5psu","VAT","gen-32",252,"B4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,39,3.45,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempWarm_5psu"
"VAT_gen-33","263_C1_VAT_gen-33_TempControl-21psu","VAT","gen-33",263,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,44.7,5.32,FALSE,5,3,0.5,5,13.9,NA,NA,NA,NA,NA,24.6,15.3,3.3,NA,NA,NA,2,5,15.2,16.6,2.2,11.9,13.6,NA,4,13.5,11.1,16.4,13.1,NA,4.6,0.54,1.59,1.42,8.15,"Y",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-34","266_C1_VAT_gen-34_TempControl-7psu","VAT","gen-34",266,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,41,1.69,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-35","273_C1_VAT_gen-35_TempControl-21psu","VAT","gen-35",273,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,40.3,4.25,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-36","286_C1_VAT_gen-36_TempControl-7psu","VAT","gen-36",286,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,42.4,5.33,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-37","295_C2_VAT_gen-37_TempControl-21psu","VAT","gen-37",295,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,53,6.83,FALSE,5,3,0.5,9,25.2,NA,NA,NA,NA,NA,37.1,12.4,37.8,NA,NA,NA,1,5,12.8,16.2,6.4,18.4,10,NA,NA,NA,NA,NA,NA,NA,5.44,1.79,0.65,0,7.88,"N",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-38","302_C2_VAT_gen-38_TempControl-7psu","VAT","gen-38",302,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,36.4,4.66,TRUE,2,2,0.3,NA,NA,NA,NA,NA,NA,NA,14.6,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0.29,0,0,4.15,"N",1,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-39","309_C2_VAT_gen-39_TempControl-21psu","VAT","gen-39",309,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,52.3,7.38,TRUE,4,3,0.5,8.2,NA,NA,NA,NA,NA,NA,39.2,19.5,37.1,NA,NA,NA,1,3,11.2,4.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,2.26,0.23,0,8.17,"Y",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-40","313_C2_VAT_gen-40_TempControl-7psu","VAT","gen-40",313,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,51,5.08,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-41","322_C3_VAT_gen-41_TempControl-21psu","VAT","gen-41",322,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,55,7.17,TRUE,4,2,0.5,20.3,NA,NA,NA,NA,NA,NA,26.5,7.5,0.9,NA,NA,NA,1,5,8.3,3.2,18,12.1,14.9,NA,NA,NA,NA,NA,NA,NA,3.9,0.97,0.46,0,5.33,"Y",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-42","332_C3_VAT_gen-42_TempControl-7psu","VAT","gen-42",332,"C3","7psu","TempControl","TempControl_7psu",5,FALSE,0,32.3,4.83,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-43","343_C3_VAT_gen-43_TempControl-21psu","VAT","gen-43",343,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,55.4,6.09,TRUE,4,3,0.4,22.8,NA,NA,NA,NA,NA,NA,13.1,35.5,36.4,NA,NA,NA,1,4,9.5,14,15.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3.49,1.16,0.3,0,4.95,"N",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-44","351_C3_VAT_gen-44_TempControl-7psu","VAT","gen-44",351,"C3","7psu","TempControl","TempControl_7psu",6,FALSE,0,63,8.89,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-45","359_C4_VAT_gen-45_TempControl-21psu","VAT","gen-45",359,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,70,9.58,TRUE,5,3,0.5,35,15.2,NA,NA,NA,NA,NA,17,36.2,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,2.41,0,0,6.52,"Y",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-46","361_C4_VAT_gen-46_TempControl-7psu","VAT","gen-46",361,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,56.4,9.01,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-47","373_C4_VAT_gen-47_TempControl-21psu","VAT","gen-47",373,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,37.9,4.45,TRUE,4,3,0.4,11.9,NA,NA,NA,NA,NA,NA,25.7,12,27.6,NA,NA,NA,1,4,12.9,7.1,14,13.2,NA,NA,NA,NA,NA,NA,NA,NA,2.96,1.03,0.41,0,4.4,"N",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-48","378_C4_VAT_gen-48_TempControl-7psu","VAT","gen-48",378,"C4","7psu","TempControl","TempControl_7psu",6,FALSE,0,40.5,3.06,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VIK_gen-01","005_A1_VIK_gen-01_TempControl-21psu","VIK","gen-01",5,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,59.7,5.72,TRUE,5,3,0.5,6.1,23.3,NA,NA,NA,NA,NA,41.9,16,44.1,NA,NA,NA,1,4,7.9,21.2,15.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,1.81,2,0.36,0,4.17,"N",1,NA,NA,"VIK_TempControl_21psu"
"VIK_gen-02","012_A1_VIK_gen-02_TempControl-7psu","VIK","gen-02",12,"A1","7psu","TempControl","TempControl_7psu",7,TRUE,3,25,2.23,TRUE,4,2,0.4,1.3,1.5,NA,NA,NA,NA,NA,9.2,11.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,0.3,0,0,2.02,"N",1,NA,NA,"VIK_TempControl_7psu"
"VIK_gen-03","017_A1_VIK_gen-03_TempControl-21psu","VIK","gen-03",17,"A1","21psu","TempControl","TempControl_21psu",4,FALSE,0,40,2.84,FALSE,5,3,0.45,4.9,13.8,NA,NA,NA,NA,NA,12.7,4.1,12.7,NA,NA,NA,1,2,14.9,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,0.64,0.13,0,2.88,"N",1,NA,NA,"VIK_TempControl_21psu"
"VIK_gen-04","027_A1_VIK_gen-04_TempControl-7psu","VIK","gen-04",27,"A1","7psu","TempControl","TempControl_7psu",6,FALSE,0,33.5,3.49,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempControl_7psu"
"VIK_gen-05","033_A2_VIK_gen-05_TempControl-21psu","VIK","gen-05",33,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,44.2,4.75,FALSE,4,3,0.4,8.4,NA,NA,NA,NA,NA,NA,21.5,8,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,0.86,0,0,3.91,"N",1,NA,NA,"VIK_TempControl_21psu"
"VIK_gen-06","046_A2_VIK_gen-06_TempControl-7psu","VIK","gen-06",46,"A2","7psu","TempControl","TempControl_7psu",5,TRUE,0,46.6,4.47,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,11,8.9,10.1,13,NA,NA,NA,NA,NA,NA,NA,NA,2.27,0,1.3,0,3.57,"N",1,NA,NA,"VIK_TempControl_7psu"
"VIK_gen-07","055_A2_VIK_gen-07_TempControl-21psu","VIK","gen-07",55,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,28.1,2.46,TRUE,3,2,0.4,13.1,NA,NA,NA,NA,NA,NA,15.4,21.7,NA,NA,NA,NA,1,4,14.5,17.3,11.1,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.39,0.15,0,1.31,"N",1,NA,NA,"VIK_TempControl_21psu"
"VIK_gen-08","061_A2_VIK_gen-08_TempControl-7psu","VIK","gen-08",61,"A2","7psu","TempControl","TempControl_7psu",4,FALSE,0,30.9,1.81,FALSE,4,3,0.35,12.1,NA,NA,NA,NA,NA,NA,11.3,6.5,1.5,NA,NA,NA,1,2,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.29,0.03,0,0.6,"N",1,NA,NA,"VIK_TempControl_7psu"
"VIK_gen-09","065_A3_VIK_gen-09_TempWarm-16psu","VIK","gen-09",65,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,35.2,2.15,FALSE,4,3,0.4,8.9,NA,NA,NA,NA,NA,NA,13.8,5.8,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,0.84,0,0,2.03,"N",1,NA,NA,"VIK_TempWarm_16psu"
"VIK_gen-10","077_A3_VIK_gen-10_TempWarm-5psu","VIK","gen-10",77,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,53,4.47,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
"VIK_gen-11","086_A3_VIK_gen-11_TempWarm-16psu","VIK","gen-11",86,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,24.6,2.33,FALSE,4,3,0.4,12.6,NA,NA,NA,NA,NA,NA,12.6,6.7,14.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,0.45,0,0,1.77,"N",1,NA,NA,"VIK_TempWarm_16psu"
"VIK_gen-12","094_A3_VIK_gen-12_TempWarm-5psu","VIK","gen-12",94,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,49.5,3.91,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
"VIK_gen-13","101_A4_VIK_gen-13_TempWarm-16psu","VIK","gen-13",101,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,46.4,3.93,TRUE,4,3,0.4,NA,NA,NA,NA,NA,NA,NA,29.6,10.1,21.9,0.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0.81,0,0,2.56,"N",1,NA,NA,"VIK_TempWarm_16psu"
"VIK_gen-14","106_A4_VIK_gen-14_TempWarm-5psu","VIK","gen-14",106,"A4","5psu","TempWarm","TempWarm_5psu",6,FALSE,0,31.8,2.59,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
"VIK_gen-15","120_A4_VIK_gen-15_TempWarm-16psu","VIK","gen-15",120,"A4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,21.5,1.38,FALSE,3,2,0.3,15.2,NA,NA,NA,NA,NA,NA,8.1,15.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.27,0,0,1.03,"N",1,NA,NA,"VIK_TempWarm_16psu"
"VIK_gen-16","128_A4_VIK_gen-16_TempWarm-5psu","VIK","gen-16",128,"A4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,18.6,1.1,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
"VIK_gen-17","135_B1_VIK_gen-17_TempWarm-16psu","VIK","gen-17",135,"B1","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,32.1,1.92,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.25,0.01,0,0.93,"N",1,16.6,NA,"VIK_TempWarm_16psu"
"VIK_gen-18","143_B1_VIK_gen-18_TempWarm-5psu","VIK","gen-18",143,"B1","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,22.2,1.17,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
"VIK_gen-19","146_B1_VIK_gen-19_TempWarm-16psu","VIK","gen-19",146,"B1","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,28.8,1.94,TRUE,4,3,0.35,12.5,NA,NA,NA,NA,NA,NA,13.4,5.9,16.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.43,0,0,1.52,"N",1,NA,NA,"VIK_TempWarm_16psu"
"VIK_gen-20","158_B1_VIK_gen-20_TempWarm-5psu","VIK","gen-20",158,"B1","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,60,5.07,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
"VIK_gen-21","165_B2_VIK_gen-21_TempWarm-16psu","VIK","gen-21",165,"B2","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,30.8,1.92,FALSE,4,4,0.4,NA,NA,NA,NA,NA,NA,NA,15.6,2,11.8,18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,0.5,0,0,1.74,"N",1,NA,NA,"VIK_TempWarm_16psu"
"VIK_gen-22","171_B2_VIK_gen-22_TempWarm-5psu","VIK","gen-22",171,"B2","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,27.5,2.14,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VIK_TempWarm_5psu"
