"bagnum_num","tank_ID","bagKey","trt","bagnum_text","pop","new_label","genetID","DNA_label","temp_full","sal_full","gen","genet","board","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position"
351,"C3","6B73C520","TempControl-7psu",351,"VAT","351_C3_VAT_gen-44_TempControl-7psu",44,"VAT_gen-44","TempControl","7psu","gen-44","VAT-44",44,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,24,11,"24_11"
352,"C3","98A93669","TempControl-7psu",352,"VIK","352_C3_VIK_gen-44_TempControl-7psu",44,"VIK_gen-44","TempControl","7psu","gen-44","VIK-44",44,7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,24,12,"24_12"
353,"C4","A73247B3","TempControl-21psu",353,"KAL","353_C4_KAL_gen-45_TempControl-21psu",45,"KAL_gen-45","TempControl","21psu","gen-45","KAL-45",45,21.4,21.4,21.4,21.4,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,13,"17_13"
354,"C4","1E84C205","TempControl-21psu",354,"BJO","354_C4_BJO_gen-45_TempControl-21psu",45,"BJO_gen-45","TempControl","21psu","gen-45","BJO-45",45,21.05,21.3,20.3,21.3,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,14,"17_14"
355,"C4","7864D233","TempControl-21psu",355,"HOR","355_C4_HOR_gen-45_TempControl-21psu",45,"HOR_gen-45","TempControl","21psu","gen-45","HOR-45",45,21.15,21.4,20.4,21.4,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,15,"17_15"
356,"C4","E9F7E134","TempControl-21psu",356,"VIK","356_C4_VIK_gen-45_TempControl-21psu",45,"VIK_gen-45","TempControl","21psu","gen-45","VIK-45",45,21.25,21.5,20.5,21.5,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,16,"17_16"
357,"C4","02EEB89D","TempControl-21psu",357,"HOG","357_C4_HOG_gen-45_TempControl-21psu",45,"HOG_gen-45","TempControl","21psu","gen-45","HOG-45",45,21.15,21.4,20.4,21.4,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,13,"18_13"
358,"C4","EFCF3073","TempControl-21psu",358,"BAR","358_C4_BAR_gen-45_TempControl-21psu",45,"BAR_gen-45","TempControl","21psu","gen-45","BAR-45",45,21.1,21.3,20.4,21.4,0.469041575982344,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,14,"18_14"
359,"C4","9A291399","TempControl-21psu",359,"VAT","359_C4_VAT_gen-45_TempControl-21psu",45,"VAT_gen-45","TempControl","21psu","gen-45","VAT-45",45,21.1,21.3,20.4,21.4,0.469041575982344,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,15,"18_15"
360,"C4","C266C635","TempControl-21psu",360,"KUR","360_C4_KUR_gen-45_TempControl-21psu",45,"KUR_gen-45","TempControl","21psu","gen-45","KUR-45",45,20.75,21.3,19.1,21.3,1.1,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,16,"18_16"
361,"C4","0B222B81","TempControl-7psu",361,"VAT","361_C4_VAT_gen-46_TempControl-7psu",46,"VAT_gen-46","TempControl","7psu","gen-46","VAT-46",46,7.05,7.05,7,7.1,0.0577350269189624,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,13,"19_13"
362,"C4","9E7F7C5E","TempControl-7psu",362,"KAL","362_C4_KAL_gen-46_TempControl-7psu",46,"KAL_gen-46","TempControl","7psu","gen-46","KAL-46",46,6.975,7,6.9,7,0.0499999999999998,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,14,"19_14"
363,"C4","368A080A","TempControl-7psu",363,"KUR","363_C4_KUR_gen-46_TempControl-7psu",46,"KUR_gen-46","TempControl","7psu","gen-46","KUR-46",46,7.2,7.2,7,7.4,0.230940107675851,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,15,"19_15"
364,"C4","8219C1B2","TempControl-7psu",364,"HOG","364_C4_HOG_gen-46_TempControl-7psu",46,"HOG_gen-46","TempControl","7psu","gen-46","HOG-46",46,7.15,7.15,7,7.3,0.173205080756888,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,16,"19_16"
365,"C4","F4B5BC48","TempControl-7psu",365,"BAR","365_C4_BAR_gen-46_TempControl-7psu",46,"BAR_gen-46","TempControl","7psu","gen-46","BAR-46",46,7,7,7,7,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,20,13,"20_13"
366,"C4","3CC9D199","TempControl-7psu",366,"BJO","366_C4_BJO_gen-46_TempControl-7psu",46,"BJO_gen-46","TempControl","7psu","gen-46","BJO-46",46,7.1,7.1,7.1,7.1,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,20,14,"20_14"
367,"C4","5A57A59D","TempControl-7psu",367,"VIK","367_C4_VIK_gen-46_TempControl-7psu",46,"VIK_gen-46","TempControl","7psu","gen-46","VIK-46",46,7.1,7.1,7.1,7.1,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,20,15,"20_15"
368,"C4","F23CC95A","TempControl-7psu",368,"HOR","368_C4_HOR_gen-46_TempControl-7psu",46,"HOR_gen-46","TempControl","7psu","gen-46","HOR-46",46,7.075,7,7,7.3,0.15,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,20,16,"20_16"
369,"C4","0F98B60D","TempControl-21psu",369,"VIK","369_C4_VIK_gen-47_TempControl-21psu",47,"VIK_gen-47","TempControl","21psu","gen-47","VIK-47",47,21.15,21.35,20.5,21.4,0.435889894354067,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,21,13,"21_13"
370,"C4","364737F8","TempControl-21psu",370,"HOR","370_C4_HOR_gen-47_TempControl-21psu",47,"HOR_gen-47","TempControl","21psu","gen-47","HOR-47",47,21.125,21.35,20.4,21.4,0.485626742811116,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,21,14,"21_14"
371,"C4","A6BD82D7","TempControl-21psu",371,"BJO","371_C4_BJO_gen-47_TempControl-21psu",47,"BJO_gen-47","TempControl","21psu","gen-47","BJO-47",47,21.5,21.45,21.4,21.7,0.14142135623731,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,21,15,"21_15"
372,"C4","AA3BA9D5","TempControl-21psu",372,"HOG","372_C4_HOG_gen-47_TempControl-21psu",47,"HOG_gen-47","TempControl","21psu","gen-47","HOG-47",47,21.425,21.4,21.2,21.7,0.206155281280883,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,21,16,"21_16"
373,"C4","CD27BCB1","TempControl-21psu",373,"VAT","373_C4_VAT_gen-47_TempControl-21psu",47,"VAT_gen-47","TempControl","21psu","gen-47","VAT-47",47,21.175,21.4,20.5,21.4,0.449999999999999,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,13,"22_13"
374,"C4","F7C4D06A","TempControl-21psu",374,"KAL","374_C4_KAL_gen-47_TempControl-21psu",47,"KAL_gen-47","TempControl","21psu","gen-47","KAL-47",47,21.075,21.3,20.3,21.4,0.518812747209112,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,14,"22_14"
375,"C4","C59D83B9","TempControl-21psu",375,"KUR","375_C4_KUR_gen-47_TempControl-21psu",47,"KUR_gen-47","TempControl","21psu","gen-47","KUR-47",47,21.3,21.25,21.1,21.6,0.216024689946929,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,15,"22_15"
376,"C4","2924382A","TempControl-21psu",376,"BAR","376_C4_BAR_gen-47_TempControl-21psu",47,"BAR_gen-47","TempControl","21psu","gen-47","BAR-47",47,21.375,21.3,21.3,21.6,0.15,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,16,"22_16"
377,"C4","4EA5A829","TempControl-7psu",377,"HOG","377_C4_HOG_gen-48_TempControl-7psu",48,"HOG_gen-48","TempControl","7psu","gen-48","HOG-48",48,7.25,7.25,7.2,7.3,0.0577350269189624,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,23,13,"23_13"
378,"C4","7F8714CE","TempControl-7psu",378,"VAT","378_C4_VAT_gen-48_TempControl-7psu",48,"VAT_gen-48","TempControl","7psu","gen-48","VAT-48",48,7.3,7.3,7.2,7.4,0.0816496580927727,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,23,14,"23_14"
379,"C4","6AFDA286","TempControl-7psu",379,"BAR","379_C4_BAR_gen-48_TempControl-7psu",48,"BAR_gen-48","TempControl","7psu","gen-48","BAR-48",48,7.2,7.1,7.1,7.5,0.2,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,23,15,"23_15"
380,"C4","5FB53E08","TempControl-7psu",380,"KAL","380_C4_KAL_gen-48_TempControl-7psu",48,"KAL_gen-48","TempControl","7psu","gen-48","KAL-48",48,7.075,7,7,7.3,0.15,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,23,16,"23_16"
381,"C4","EDCF697E","TempControl-7psu",381,"HOR","381_C4_HOR_gen-48_TempControl-7psu",48,"HOR_gen-48","TempControl","7psu","gen-48","HOR-48",48,7.2,7.2,7.2,7.2,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,24,13,"24_13"
382,"C4","0B0AFBF1","TempControl-7psu",382,"KUR","382_C4_KUR_gen-48_TempControl-7psu",48,"KUR_gen-48","TempControl","7psu","gen-48","KUR-48",48,7.2,7.2,7.2,7.2,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,24,14,"24_14"
383,"C4","9484854F","TempControl-7psu",383,"VIK","383_C4_VIK_gen-48_TempControl-7psu",48,"VIK_gen-48","TempControl","7psu","gen-48","VIK-48",48,7.125,7.05,7,7.4,0.189296944860009,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,24,15,"24_15"
384,"C4","8B9B9456","TempControl-7psu",384,"BJO","384_C4_BJO_gen-48_TempControl-7psu",48,"BJO_gen-48","TempControl","7psu","gen-48","BJO-48",48,7.175,7.1,7.1,7.4,0.15,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,24,16,"24_16"
